#,Scenario ID,Title,Service Code,Domain,Schemas,Brief (the moment),KPI / Outcome,Featured?,Device(s)
666,ice-field-service-dispatch-optimization,Field service dispatch optimization,ICE-Aftermarket-01,Operations & Workforce,,Field-service dispatch with skill and parts-matching.,+22% first-time-fix,⭐ Featured,
667,ice-field-variable-rate-application,Field-variable-rate-application,ICE-Connected-06,Asset Maintenance,,Variable-rate application data analytics.,+8% yield,Catalog,
668,ice-final-test-optimization,Final-test optimization,ICE-Connected-06,Asset Maintenance,,End-of-line test optimization with defect-feedback.,+14% test coverage,Catalog,
669,ice-financing-offer-personalization,Financing-offer personalization,ICE-Connected-06,Asset Maintenance,,Financing-offer personalization.,+18% attach rate,Catalog,
670,ice-first-time-fix-improvement,First-time-fix improvement,ICE-Aftermarket-01,Operations & Workforce,,FTF root-cause analysis.,+22pp FTF,Catalog,
671,ice-fleet-utilization-analytics,Fleet-utilization analytics,ICE-Connected-06,Asset Maintenance,,Multi-site fleet-utilization analytics.,+11% utilization,Catalog,
672,ice-forklift-utilization,Forklift-utilization,ICE-Connected-06,Asset Maintenance,,Forklift-fleet utilization with right-sizing.,−18% fleet cost,Catalog,
673,ice-fuel-consumption-optimization,Fuel-consumption optimization,ICE-Connected-06,Asset Maintenance,,Fuel-consumption analytics with operator feedback.,−8% fuel burn,Catalog,
674,ice-fuel-tank-level-management,Fuel-tank-level management,ICE-Connected-06,Asset Maintenance,,Genset fuel-tank level management.,−28% unplanned outages,Catalog,
675,ice-genset-fleet-utilization,Genset-fleet-utilization,ICE-Connected-06,Asset Maintenance,,Genset-fleet utilization analytics.,+14% utilization,Catalog,
676,ice-geofence-compliance-alerting,Geofence-compliance alerting,ICE-Connected-06,Asset Maintenance,,Jobsite-geofence compliance and unauthorized-use alerting.,−42% unauthorized use,Catalog,
677,ice-government-municipal-bid-tracking,Government / municipal bid tracking,ICE-Connected-06,Asset Maintenance,,Government-bid tracking and win-probability scoring.,+22% bid velocity,Catalog,
678,ice-harvest-yield-correlation,Harvest-yield correlation,ICE-Connected-06,Asset Maintenance,,Yield-data correlation across equipment and field data.,+14% insight yield,Catalog,
679,ice-haul-truck-cycle-optimization,Haul-truck-cycle optimization,ICE-Connected-06,Asset Maintenance,,Haul-truck cycle-time optimization.,+8% productivity,Catalog,
680,ice-idle-time-reduction,Idle-time reduction,ICE-Connected-06,Asset Maintenance,,Idle-time reduction analytics.,−24% idle time,Catalog,
681,ice-jobsite-productivity-tracking,Jobsite-productivity tracking,ICE-Connected-06,Asset Maintenance,,Jobsite-level productivity analytics.,+18% productivity,Catalog,
682,ice-lead-scoring-oem-dealer,Lead-scoring (OEM + dealer),ICE-Connected-06,Asset Maintenance,,Coordinated OEM-dealer lead scoring.,+24% lead conversion,Catalog,
683,ice-load-bank-test-scheduling,Load-bank-test scheduling,ICE-Connected-06,Asset Maintenance,,Load-bank-test scheduling optimization.,+22% compliance,Catalog,
684,ice-machine-data-quality-monitoring,Machine-data-quality monitoring,ICE-Connected-06,Asset Maintenance,,Connected-equipment data-quality monitoring.,+28pp data quality,Catalog,
685,ice-on-rent-to-off-rent-turnaround,On-rent-to-off-rent-turnaround,ICE-Connected-06,Asset Maintenance,,Rental turnaround optimization.,+14% availability,Catalog,
686,ice-operator-behavior-scoring,Operator-behavior scoring,ICE-Connected-06,Asset Maintenance,,Operator behavior scoring from telematics.,−14% abuse events,Catalog,
687,ice-operator-impact-detection,Operator-impact detection,ICE-Connected-06,Asset Maintenance,,Forklift-impact event detection.,−34% damage cost,Catalog,
688,ice-operator-training-completion-tracking,Operator-training-completion tracking,ICE-Connected-06,Asset Maintenance,,Training-completion and certification tracking.,+22pp compliance,Catalog,
689,ice-paint-shop-throughput-ice,Paint-shop throughput (ICE),ICE-Connected-06,Asset Maintenance,,Heavy-equipment paint-shop throughput.,+8% throughput,Catalog,
690,ice-parts-catalog-search-relevance,Parts-catalog-search relevance,ICE-Aftermarket-05,Customer Experience,,Parts-catalog semantic search.,+34% search accuracy,Catalog,
691,ice-pedestrian-safety-monitoring,Pedestrian-safety monitoring,ICE-Connected-06,Asset Maintenance,,Forklift-pedestrian safety monitoring.,−42% near-misses,Catalog,
692,ice-plant-energy-optimization-ice,Plant-energy optimization (ICE),ICE-Connected-06,Asset Maintenance,,Plant-energy optimization for heavy equipment.,−12% energy cost,Catalog,
693,ice-predictive-parts-replenishment,Predictive parts replenishment,ICE-Aftermarket-05,Customer Experience,,Parts-demand forecasting and replenishment.,−28% stockouts,⭐ Featured,
694,ice-production-scheduling-heavy-equipment,Production scheduling (heavy equipment),ICE-Connected-06,Asset Maintenance,,Mixed-configuration production sequencing.,+11% throughput,Catalog,
695,ice-productivity-benchmarking,Productivity benchmarking,ICE-Connected-06,Asset Maintenance,,Site- and operator-level productivity benchmarking.,+11% productivity,Catalog,
696,ice-project-equipment-kit-optimization,Project-equipment-kit optimization,ICE-Connected-06,Asset Maintenance,,Equipment-kit optimization for project types.,+14% bid-margin,Catalog,
697,ice-quality-inspection-end-of-line,Quality inspection (end-of-line),ICE-Connected-06,Asset Maintenance,,CV-based end-of-line inspection.,+24% detection,Catalog,
698,ice-raw-material-price-hedging-analytics,Raw-material-price hedging analytics,ICE-Connected-06,Asset Maintenance,,Raw-material price-hedging analytics.,−$6M/yr commodity risk,Catalog,
699,ice-refrigerant-leak-detection,Refrigerant-leak detection,ICE-Connected-06,Asset Maintenance,,Refrigerant-leak detection and regulatory reporting.,−42% leak incidents,Catalog,
700,ice-remote-diagnostic-triage,Remote-diagnostic triage,ICE-Aftermarket-01,Operations & Workforce,,Remote-diagnostic session triage.,−22% truck rolls,Catalog,
701,ice-rental-demand-forecasting-genset,Rental-demand forecasting (genset),ICE-Connected-06,Asset Maintenance,,Genset-rental demand forecasting.,+18pp accuracy,Catalog,
702,ice-rental-rate-yield-management,Rental-rate-yield management,ICE-Connected-06,Asset Maintenance,,Rental rate-yield management.,+11% yield,Catalog,
703,ice-rental-utilization-forecasting,Rental-utilization forecasting,ICE-Connected-06,Asset Maintenance,,Rental-utilization forecasting.,+18pp accuracy,Catalog,
704,ice-repair-time-estimation,Repair-time estimation,ICE-Aftermarket-01,Operations & Workforce,,Repair-time estimation from diagnostic data.,+18% estimate accuracy,Catalog,
705,ice-seasonal-demand-forecasting-ag,Seasonal-demand forecasting (ag),ICE-Connected-06,Asset Maintenance,,Seasonal-demand forecasting for ag equipment.,+18pp accuracy,Catalog,
706,ice-service-advisor-co-pilot,Service-advisor co-pilot,ICE-Aftermarket-01,Operations & Workforce,,Service-advisor co-pilot for estimate and explanation.,+14% advisor productivity,Catalog,
707,ice-service-contract-renewal-likelihood,Service-contract renewal likelihood,ICE-Aftermarket-01,Operations & Workforce,,Service-contract renewal scoring and playbooks.,+18pp renewal rate,Catalog,
708,ice-service-level-agreement-risk-scoring,Service-level-agreement risk scoring,ICE-EaaS-04,Operations & Workforce,,SLA breach-risk scoring and early intervention.,−$4.2M penalty,Catalog,
709,ice-supplier-delivery-variance,Supplier-delivery variance,ICE-Connected-06,Asset Maintenance,,Supplier-delivery variance analytics.,+14pp OTIF,Catalog,
710,ice-supplier-parts-staging,Supplier-parts staging,ICE-Connected-06,Asset Maintenance,,JIT supplier-parts staging optimization.,−18% line-side inventory,Catalog,
711,ice-swap-unit-deployment-optimization,Swap-unit-deployment optimization,ICE-EaaS-04,Operations & Workforce,,Swap-unit deployment for breakdown coverage.,+18% uptime,Catalog,
712,ice-tariff-cost-modeling,Tariff-cost modeling,ICE-Connected-06,Asset Maintenance,,Tariff-impact modeling for sourcing.,−$4.2M/yr tariff cost,Catalog,
713,ice-technical-publication-search,Technical-publication search,ICE-Aftermarket-01,Operations & Workforce,,Semantic search over service manuals.,−62% lookup time,Catalog,
714,ice-technician-skill-routing,Technician-skill routing,ICE-Aftermarket-01,Operations & Workforce,,Skill-based work-order routing.,+14% technician productivity,Catalog,
715,ice-territory-realignment-modeling,Territory-realignment modeling,ICE-Connected-06,Asset Maintenance,,Dealer-territory realignment analytics.,+14% territory coverage,Catalog,
716,ice-tire-wear-prediction,Tire-wear prediction,ICE-Connected-06,Asset Maintenance,,Haul-truck tire-wear prediction.,+22% tire life,Catalog,
717,ice-total-cost-of-ownership-modeling,Total-cost-of-ownership modeling,ICE-Connected-06,Asset Maintenance,,TCO modeling for bid and sales-support.,+14% deal win rate,Catalog,
718,ice-trade-in-valuation,Trade-in valuation,ICE-Connected-06,Asset Maintenance,,Equipment trade-in valuation.,+11% trade-in margin,Catalog,
719,ice-usage-based-billing-reconciliation,Usage-based-billing reconciliation,ICE-EaaS-04,Operations & Workforce,,Usage-based billing reconciliation automation.,−82% manual reconciliation,Catalog,
720,ice-used-equipment-pricing,Used-equipment pricing,ICE-Connected-06,Asset Maintenance,,Used-equipment pricing analytics.,+8% used margin,Catalog,
721,ice-warranty-intake-with-fraud-detection,Warranty intake with fraud detection,ICE-Aftermarket-03,Quality & Compliance,,Warranty-claim fraud and recovery analytics.,+52% fraud detection,⭐ Featured,
722,ice-warranty-claim-feedback-to-engineering,Warranty-claim feedback to engineering,ICE-Aftermarket-03,Quality & Compliance,,Warranty-claim pattern feedback to engineering.,+22% quality improvement,Catalog,
723,ice-weather-impact-schedule-adjustment,Weather-impact schedule adjustment,ICE-Connected-06,Asset Maintenance,,Weather-aware schedule adjustment.,−18% weather-related delays,Catalog,
724,tmt-monthly-revenue-assurance-variance,Monthly revenue-assurance variance close (Day-1 → Day-5 attestation),TMT-TEL-RAA-04,Quality & Compliance,,"Day-1 close trigger → Day-5 Controller attestation. Variance reconciliation, classification, four-control validation, adjustment staging, tri-bucket attestation package — every decision a 14-field audit row, hash-chained, replay-token validated.",+$54M annualized RA recovery (Tier 1) · ≤ 3 days close cycle · −62% audit-prep effort · −80% SOX deficiency rate,⭐ Featured,
725,tmt-ai-portfolio-rationalization,AI portfolio rationalization & CTO decision intelligence,TMT-TEC-04,Engineering & R&D,,"Continuous CTO portfolio view across hundreds of technology investments — CapEx, project status, performance telemetry, KPI alignment. Surfaces stranded pilots and at-risk investments. Drafts sustain/accelerate/sunset/consolidate recommendations.",Stranded-pilot rate −40% · portfolio review quarterly -> continuous · investment-cycle compression 50%,Catalog,
726,tmt-engineering-productivity-platform,Engineering productivity & headcount-option platform,TMT-TEC-04,Engineering & R&D,,"Multi-agent engineering productivity capability — code generation, agentic code review, design-doc and architecture-record drafting, automated test generation, technical-documentation maintenance. Produces option set: more output, lower headcount, shifted hiring profile, or redirected capacity.",Engineer productivity +20–35% on covered task types · code-review cycle −40-60% · engineering capacity available for redirection OR reduction (management decision) · time-to-PR-merge compression · onboarding-time reduction,Catalog,
727,tmt-subscriber-lifecycle-orchestration,Subscriber lifecycle orchestration (trial · downgrade · upgrade),TMT-MED-01,Customer Experience,,"Continuous subscriber-lifecycle agent watches every stage — trial, paid conversion, downgrade signal, upgrade opportunity, churn risk, winback. Intervenes at the right moment with personalised offer. Goes beyond single-stage 'trial-to-paid' scenarios to span full lifecycle.",Trial-to-paid conversion +12% · downgrade prevention +20% on targeted cohort · subscriber LTV uplift · DTC profitability contribution,Catalog,
728,tmt-csr-agent-assist-streaming,CSR agent-assist for streaming subscribers,TMT-MED-01,Customer Experience,,"Real-time agent assistance for human CSR handling streaming-subscriber tickets. Surfaces account history, billing context, playback diagnostic, recent activity, recommended resolution path. CSR approves and acts.",AHT −30% · FCR +18pp · subscriber CES improvement · CSR-attrition rate reduction · subscriber NPS lift,Catalog,
729,tmt-guest-day-orchestration,Guest-day orchestration (parks · resorts · cruise),TMT-MED-01,Customer Experience,,"Continuous personalised itinerary agent for park/resort/cruise guests. Composes location, party composition, recent activity, dining and skip-line status, weather, attraction wait-times and availability. Recommends next-best-action; guest decides (HITL is the guest).",Skip-line attach rate +10–20% · per-guest in-park spend +5-10% · guest NPS lift · repeat-visit booking rate ↑ · capital-investment ROI uplift,Catalog,
730,tmt-greenlight-decision-support,Greenlight decision support (executive committee substrate),TMT-MED-02,Marketing & Growth,,"Composes per-project decision substrate across comparable-title performance, talent-availability, production-cost benchmark, marketing-spend comparable, awards positioning, genre trends, international market readiness. Agent surfaces; executive committee decides. Tentpole-greenlight cycle of weeks-to-months.",Greenlight cycle time −30 to −50% on tentpole projects · decision-quality variance reduction across 12+ stakeholders · post-greenlight surprise reduction,Catalog,
731,tmt-audience-science-sentiment-composition,Audience-science composition (preview · trailer-test · social signal),TMT-MED-01,Customer Experience,,"Composes audience-research streams (preview screenings 12hr cadence, trailer tests 48hr, social sentiment days-cadence). Surfaces composite sentiment view to creative team. Director, editor, producer decide cut and marketing adjustments.",Time-to-composed-audience-insight compression −60 to −70% · decision-velocity on cut/marketing adjustments · creative-team feedback cycle accelerated,Catalog,
732,tmt-ip-franchise-opportunity-scoring,IP & franchise opportunity scoring (continuous portfolio view),TMT-MED-02,Marketing & Growth,,"Reads continuously across IP-performance signal (theatrical, streaming, consumer products), audience affinity, social signal, competitive landscape, talent-attachment availability. Surfaces emerging franchise-extension opportunities. Development leadership reviews and prioritises.",Underutilised-IP-identification rate · time-to-opportunity-surfaced · development-pipeline coverage of high-opportunity IP · long-term hit rate of agent-surfaced opportunities,Catalog,
733,tmt-talent-casting-intelligence,Talent & casting intelligence (composition only — NO performance generation),TMT-MED-02,Marketing & Growth,,"Composes casting-decision data: comparable-performance, audience-affinity scores, awards-track-record, compensation comparables, calendar availability, existing commitments. Casting director, director, studio executive review and decide. Agent does NOT generate performances, does NOT use likenesses without consent, does NOT displace casting directors.",Casting decision cycle compression · coverage of full candidate-set across roles · casting-decision stakeholder alignment time reduction,Catalog,
734,tmt-production-schedule-budget-intelligence,Production schedule & budget intelligence (tentpole-scale),TMT-MED-02,Operations & Workforce,,"Reads production accounting, daily call-sheet completion, scene-coverage progress, vendor-invoice signal, post-production dependency signal. Continuously composes budget-and-schedule trajectory. Identifies emerging variance patterns before they accumulate. Surfaces to line producer, production manager, studio executive with confidence-scored projections.",Time-to-detect emerging variance: weekly → daily · variance-recovery rate improvement · budget-and-schedule integrity across annual slate,Catalog,
735,tmt-vfx-pipeline-coordination,VFX pipeline coordination (cross-vendor shot-status composition),TMT-MED-02,Operations & Workforce,,"Reads continuously across vendor production-tracking systems, shot-version repositories, review-feedback systems, delivery-schedule trackers. Identifies emerging risk patterns — vendor delivery slippage, shot iteration count exceeding plan, reviewer-feedback patterns indicating creative reconciliation. Surfaces to VFX supervisor and post-production producer.",VFX-delivery-risk detection time compression · final-delivery slippage rate reduction · VFX-budget-variance reduction · expedited late-stage revision rate decrease,Catalog,
736,tmt-animation-pipeline-multi-year,Long-cycle animation pipeline (4-5 year production-cycle composition),TMT-MED-02,Operations & Workforce,,"Reads continuously across story-revision tracking, design-asset versioning, animation-shot status, render-farm queue, sound-pipeline status. Composes multi-year pipeline view in continuous-update form. Surfaces emerging risks. Critically — agent does NOT replace creative judgement; operational substrate only.",Pipeline-cycle-time variance reduction · render-capacity utilisation optimisation · earlier surface of story-revision cascade risk (most expensive form of late-stage rework),Catalog,
737,tmt-post-production-dependency-chain,Post-production dependency-chain composition,TMT-MED-02,Operations & Workforce,,"Reads continuously across editing milestones, sound milestones, VFX delivery, color-and-finishing milestones, delivery preparation. Identifies dependency-cascade risk. Surfaces to post-production supervisor with timeline-adjustment recommendations.",Dependency-cascade detection time compression · post-production schedule integrity · final-delivery-on-schedule rate improvement,Catalog,
738,tmt-production-safety-pattern-detection,Production safety & wellness pattern detection (anonymised),TMT-MED-02,Quality & Compliance,,"Reads safety-incident reporting, crew-sentiment signals (where opt-in), set-incident logs, protocol-compliance signal. Surfaces emerging patterns to studio safety leadership. Anonymised pattern signal at production-level and protocol-level. NEVER surveils individuals.",Time-to-pattern-detection across productions · safety-incident-rate trends · crew-wellness signal · production-environment-quality metric (long-term),Catalog,
739,tmt-trailer-performance-composition,Trailer-performance composition (vendor results + social + competitive),TMT-MED-03,Marketing & Growth,,"Composes test-vendor results, social-signal once trailers launch, comparable-trailer-performance benchmarks, competitive-landscape positioning. Surfaces composed view to marketing executive within hours of results landing. Marketing leadership decides on cut iteration and placement strategy.",Time-to-composed-trailer-insight compression 70-80% · decision-velocity on cut iteration · trailer-effectiveness improvement (opening-weekend correlation),Catalog,
740,tmt-windowing-decision-substrate,Theatrical-vs-streaming windowing decision substrate (executive committee),TMT-MED-02,Marketing & Growth,,"Composes factors across title (genre, audience, budget, talent), market (competitive landscape, theatrical environment), strategic (DTC subscriber-acquisition value), talent-contract dimensions. Surfaces composite-decision view to windowing committee. Committee decides; agent does NOT recommend.",Windowing-decision cycle compression · decision-quality variance reduction across the windowing committee · post-decision execution quality (marketing/distribution alignment),Catalog,
741,tmt-awards-campaign-coordination,Awards-campaign coordination (Oscar/Emmy operational substrate),TMT-MED-03,Marketing & Growth,,"Reads campaign-event calendar, eligibility-tracking, talent availability, FYC-advertising performance, social-and-industry sentiment, competitive-campaign signal. Composes campaign-status view continuously. Awards-team approves campaign-decision recommendations.",Awards-campaign coordination velocity · nomination-and-win conversion rate · specialty-theatrical viability (per-title theatrical extension months),Catalog,
742,tmt-rights-library-reuse,Rights-compliance & library-reuse composition,TMT-MED-02,Quality & Compliance,,"Reads continuously across rights-management systems, talent-contract repositories, music-licensing systems, footage-rights databases. Maintains continuous rights-status view of the library. Surfaces rights-availability for candidate reuse projects. PII propagation discipline critical.",Rights-clearance cycle compression 50-70% · reuse-opportunity surfaced rate · compliance-risk reduction (earlier detection of expired/restricted-use rights),Catalog,
743,tmt-music-sync-clearance,Music synchronisation clearance composition,TMT-MED-02,Quality & Compliance,,"Reads continuously across music-publisher and record-label clearance systems, internal-licensing trackers, clearance-history databases. Surfaces clearance-availability and indicative pricing for candidate-cue use. Music supervisor decides; business-affairs approves.","Music-clearance cycle compression · music-supervisor productivity · reduced clearance-related schedule risk on tight-deadline projects (trailers, marketing materials)",Catalog,
744,tmt-ai-consumption-cost-intelligence,AI consumption cost intelligence (engineering + AI-assist FinOps),TMT-TEC-04,Engineering & R&D,,"Continuous composition of AI/Copilot consumption signal across Microsoft EA Copilot seat utilisation, Azure OpenAI / Foundry token consumption by model, GitHub Copilot per-developer activity, embedding/vector-store spend, custom-agent run cost, Power Platform AI Builder, and team-expensed third-party AI tools (Cursor, Cline, Continue, Bedrock, Anthropic). Surfaces per-team, per-product, per-use-case, per-model cost. Recommends optimisations.",AI consumption cost growth: from +20-40% QoQ trajectory to flat-or-managed · idle Copilot seat reclamation rate · model-selection optimisation savings 12-25% on covered workloads · per-use-case cost-per-outcome surfaced · CFO-CTO joint quarterly governance cadence established,Catalog,
745,tmt-studios-cross-channel-campaign-reallocation,Studios cross-channel marketing-campaign within-cycle reallocation,TMT-MED-03,Marketing & Growth,,"Continuous within-campaign reallocation agent for theatrical-tentpole marketing. Reads across channel-performance signal (broadcast, digital, social, programmatic, OOH, influencer, partnership, talent press, premiere, in-cinema), audience-segment response, competitive landscape, and creative-effectiveness data. Recommends within-campaign spend shifts during the 6-8 week tentpole launch cycle. Marketing-operations team reviews and approves. Distinct from real-time programmatic bid optimisation and ad creative-effectiveness prediction.",Within-campaign reallocation velocity (days → hours) · marketing ROI improvement 8-15% on covered campaigns · cross-channel attribution maturity · marketing-ops capacity for higher-leverage work · post-launch campaign-effectiveness composite improvement,Catalog,
746,tmt-arium-ran-fleet-predictive-failure,RAN-fleet predictive failure (vendor-side),TMT-TEL-NET-02,Network & Infrastructure,,Vendor-telemetry RAN-fleet failure prediction surfaces pre-failure signatures for pre-emptive swap before carrier SLA breach.,Predicted-failure capture +62% · pre-emptive swap rate 14% → 71% · carrier SLA credits −$8.4M/yr,Catalog,
747,tmt-arium-field-service-dispatch-optimization,Field-service dispatch optimization (tower & site crews),TMT-TEL-NET-02,Network & Infrastructure,,"Tower & site field-crew dispatch optimized jointly across weather, lease windows, parts, and skills.",First-time-fix rate 71% → 89% · drive-hours per ticket −24% · ticket re-roll rate −67%,Catalog,
748,tmt-arium-spare-parts-depot-rebalance,Spare-parts depot rebalance (swap-stock positioning),TMT-TEL-NET-02,Network & Infrastructure,,Swap-stock depot positioning rebalanced against carrier deployment plans to cut asset-on-ground wait.,AOG wait 4.2d → 18h · swap-stock holding cost −19% · SLA credits −$3.1M/yr,Catalog,
749,tmt-arium-firmware-release-orchestration,Firmware-release orchestration (staged rollout across carriers),TMT-TEL-NET-02,Network & Infrastructure,,Staged RAN firmware rollout across carriers with telemetry-gated canary rings and rollback discipline.,Mean time-to-rollback 96h → 9h · canary-cohort coverage 31% → 100% · rollback-attributed SLA loss −82%,Catalog,
750,tmt-arium-site-energy-attribution,Site-energy attribution & Scope-3 reporting (per-carrier),TMT-TEL-NET-02,Network & Infrastructure,,Per-cell per-carrier Scope-3 site-energy attestation for vendor sustainability reporting.,Time-to-attest 11 wk → 4 days · 100% carriers covered · audit-ready CDP / SBTi disclosure packets,Catalog,
751,tmt-arium-carrier-sla-breach-prediction,Carrier-SLA-breach prediction & credit-liability exposure,TMT-TEL-NET-02,Network & Infrastructure,,Forward-looking SLA-breach prediction and credit-liability exposure across carrier contract portfolio.,SLA-breach forecast accuracy +73% · unplanned credit write-offs −58% · CFO forecast-confidence rating +2.3 pts,Catalog,
752,tmt-arium-warranty-rma-cluster-detection,Warranty / RMA cluster detection (field-failure root cause),TMT-TEL-NET-02,Network & Infrastructure,,"Free-text RMA stream clustered by component lot, firmware, climate, and install cohort for root cause.",Time-to-cluster detection 11 wk → 6 days · warranty cost −24% · supplier-charge-back recoveries +$4.7M/yr,Catalog,
753,tmt-arium-private-5g-opportunity-scoring,Private-5G enterprise-opportunity scoring,TMT-TEL-NET-02,Network & Infrastructure,,"Enterprise private-5G prospect scoring across RF feasibility, spectrum, and load-profile signals.",Pilot-to-deployment conversion 41% → 68% · BD time per prospect −51% · win-rate at site-survey gate +27 pts,Catalog,
754,rc-aisle-engagement-attribution,Aisle engagement attribution,RC-E2E-03,Pricing & Revenue,,Per-aisle dwell + product-pickup signal attributed to category sales lift via in-store camera arrays.,+1.5pp category conversion · attribution granularity 10x finer,Catalog · Device-led,Vision AI Dev Kit · aisle-facing dwell + pickup detection
755,rc-shelf-gap-realtime-restock-dispatch,Real-time shelf-gap restock dispatch,RC-E2E-06,Operations & Workforce,,Vision detects shelf voids the instant they appear; restock task dispatched to nearest associate before POS velocity registers OOS.,OOS minutes-on-shelf -45% · lost-sale recovery +2.1pp,Catalog · Device-led,Vision AI Dev Kit · shelf-void detection (custom DLC)
756,rc-store-zone-heatmap-staffing,Store-zone heatmap-driven staffing,RC-E2E-06,Operations & Workforce,,Zone-level occupancy heatmap triggers dynamic associate rebalancing when customer-to-associate ratios spike.,First-response time -30% · CSAT +6pt,Catalog · Device-led,Vision AI Dev Kit · zone occupancy + heatmap
757,rc-cart-dwell-abandonment-rescue,In-store cart-dwell abandonment rescue,RC-E2E-04,Customer Experience,,Detect carts stationary >5 min outside checkout zone; associate dispatched to offer help or capture lost-sale signal.,Physical cart-abandon recovery +12% · associate engagement +20%,Catalog · Device-led,Vision AI Dev Kit · cart dwell detection (custom DLC)
758,rc-greeter-impact-measurement,Greeter impact measurement,RC-E2E-04,Customer Experience,,Entry-camera measures greeter-customer interaction count + dwell; benchmarks greeter staffing ROI per shift.,Greeter ROI quantified · first-impression baseline established,Catalog · Device-led,Vision AI Dev Kit · entry-facing interaction count
759,rc-spill-hazard-realtime-alert,Spill-hazard real-time alert,RC-E2E-06,Operations & Workforce,,"Vision detects floor anomalies (spills, debris, fallen merchandise) in real time; cleaning dispatch within seconds of incident.",Spill response time -80% · slip-incident risk material reduction,Catalog · Device-led,Vision AI Dev Kit · floor anomaly detection (custom DLC)
760,rc-sampling-table-engagement,Sampling-table engagement analytics,RC-E2E-03,Pricing & Revenue,,Bakery/deli/demo tables tracked for stop rate and pickup conversion; informs SKU-level promotional ROI.,Promo ROI clarity +50% · demo-driven SKU attribution available,Catalog · Device-led,Vision AI Dev Kit · sample-table stop + pickup count
761,rc-bopis-pickup-counter-load,BOPIS pickup-counter load balancing,RC-E2E-06,Operations & Workforce,,Vision at BOPIS counters detects queue formation; routes overflow to alt counter or pages associate before customer waits.,BOPIS wait time -40% · pickup NPS +8pt,Catalog · Device-led,Vision AI Dev Kit · BOPIS counter queue detection
